word;commonality;cobertura;word_order
the;9;0.022;1
in;9;0.039;2
on;9;0.057;3
that;9;0.089;4
go;9;0.115;5
I;9;0.144;6
be;9;0.191;7
it;9;0.223;8
you;9;0.23;9
my;9;0.238;10
out;9;0.244;11
and;8;0.252;12
but;8;0.252;13
one;8;0.271;14
a;8;0.297;15
all;8;0.299;16
this;8;0.31;17
some;8;0.314;18
there;8;0.349;19
like;8;0.353;20
with;8;0.354;21
of;8;0.355;22
at;8;0.355;23
for;8;0.357;24
want;8;0.37;25
home;8;0.37;26
get;8;0.385;27
they;8;0.387;28
she;8;0.387;29
her;8;0.388;30
his;8;0.389;31
then;8;0.389;32
not;8;0.4;33
up;8;0.405;34
to;8;0.411;35
do;8;0.424;36
have;8;0.429;37
know;8;0.43;38
when;8;0.43;39
no;8;0.464;40
yes;8;0.471;41
because;7;0.471;42
over;7;0.472;43
good;7;0.473;44
big;7;0.476;45
will;7;0.477;46
can;7;0.478;47
eat;7;0.481;48
today;7;0.481;49
Dad;7;0.481;50
time;7;0.481;51
see;7;0.483;52
we;7;0.484;53
me;7;0.491;54
he;7;0.497;55
them;7;0.498;56
our;7;0.498;57
so;7;0.498;58
too;7;0.5;59
come;7;0.505;60
say;7;0.506;61
put;7;0.511;62
play;7;0.514;63
make;7;0.517;64
what;7;0.524;65
here;7;0.53;66
two;6;0.534;67
if;6;0.534;68
little;6;0.536;69
ball;6;0.537;70
first;6;0.537;71
house;6;0.538;72
people;6;0.539;73
back;6;0.542;74
give;6;0.542;75
ha;6;0.542;76
thing;6;0.542;77
how;6;0.542;78
your;6;0.544;79
something;6;0.544;80
watch;6;0.544;81
just;6;0.546;82
off;6;0.55;83
mine;6;0.552;84
more;6;0.557;85
help;6;0.558;86
new;5;0.558;87
friend;5;0.558;88
lot;5;0.558;89
water;5;0.559;90
book;5;0.56;91
dog;5;0.561;92
very;5;0.561;93
take;5;0.563;94
about;5;0.563;95
by;5;0.563;96
think;5;0.564;97
now;5;0.567;98
name;5;0.567;99
could;5;0.567;100
tell;5;0.567;101
find;5;0.569;102
car;5;0.575;103
look;5;0.581;104
let;5;0.582;105
down;5;0.588;106
where;5;0.594;107
need;5;0.597;108
him;5;0.597;109
turn;5;0.598;110
away;5;0.6;111
sit;5;0.604;112
these;5;0.605;113
baby;5;0.608;114
who;5;0.609;115
why;5;0.609;116
other;5;0.611;117
please;5;0.613;118
those;5;0.614;119
right;5;0.615;120
open;5;0.616;121
lunch;5;0.616;122
three;5;0.618;123
us;5;0.618;124
hand;5;0.619;125
stop;5;0.62;126
outside;4;0.62;127
after;4;0.62;128
next;4;0.62;129
teacher;4;0.62;130
school;4;0.62;131
day;4;0.621;132
love;4;0.621;133
sister;4;0.621;134
or;4;0.621;135
as;4;0.621;136
bye;4;0.621;137
maybe;4;0.622;138
food;4;0.622;139
well;4;0.622;140
many;4;0.622;141
fall;4;0.624;142
their;4;0.624;143
yeah;4;0.652;144
oh;4;0.672;145
okay;4;0.673;146
move;4;0.674;147
five;4;0.674;148
stay;4;0.675;149
show;4;0.675;150
again;4;0.678;151
bite;4;0.68;152
Way;4;0.682;153
wash;4;0.682;154
around;4;0.682;155
boy;4;0.683;156
else;4;0.683;157
girl;4;0.684;158
juice;4;0.684;159
hi;4;0.684;160
an;3;0.684;161
into;3;0.685;162
last;3;0.685;163
nice;3;0.686;164
game;3;0.686;165
jump;3;0.686;166
cat;3;0.688;167
saw;3;0.688;168
brother;3;0.688;169
really;3;0.688;170
fun;3;0.688;171
cool;3;0.688;172
old;3;0.688;173
from;3;0.688;174
high;3;0.688;175
read;3;0.689;176
middle;3;0.689;177
stuff;3;0.689;178
call;3;0.689;179
much;3;0.689;180
kind;3;0.689;181
foot;3;0.69;182
long;3;0.69;183
hey;3;0.69;184
um;3;0.694;185
ah;3;0.694;186
hello;3;0.695;187
only;3;0.695;188
remember;3;0.695;189
than;3;0.695;190
yours;3;0.696;191
four;3;0.697;192
run;3;0.697;193
throw;3;0.698;194
drink;3;0.699;195
leave;3;0.699;196
push;3;0.7;197
wait;3;0.7;198
bit;3;0.7;199
green;3;0.702;200
pick;3;0.702;201
still;3;0.702;202
catch;3;0.703;203
man;3;0.705;204
shoe;3;0.706;205
finish;3;0.706;206
head;3;0.707;207
which;3;0.707;208
bad;3;0.707;209
table;3;0.708;210
chair;3;0.708;211
door;3;0.709;212
hot;3;0.71;213
room;3;0.711;214
another;3;0.714;215
red;3;0.716;216
use;3;0.716;217
cut;3;0.716;218
already;3;0.716;219
try;3;0.717;220
ready;3;0.717;221
any;3;0.717;222
bird;2;0.717;223
favorite;2;0.717;224
frog;2;0.718;225
field;2;0.718;226
egg;2;0.719;227
birthday;2;0.72;228
sometimes;2;0.72;229
pretty;2;0.72;230
bear;2;0.72;231
buy;2;0.721;232
would;2;0.721;233
potato;2;0.721;234
money;2;0.721;235
great;2;0.721;236
start;2;0.722;237
together;2;0.722;238
square;2;0.722;239
rock;2;0.722;240
also;2;0.722;241
write;2;0.722;242
care;2;0.722;243
sock;2;0.723;244
always;2;0.723;245
Grandpa;2;0.723;246
corn;2;0.723;247
drive;2;0.724;248
roll;2;0.724;249
dinner;2;0.724;250
hill;2;0.724;251
Christmas;2;0.725;252
fine;2;0.725;253
flat;2;0.725;254
cannot;2;0.728;255
spider;2;0.729;256
Mum;2;0.73;257
hat;2;0.731;258
kick;2;0.731;259
sand;2;0.732;260
keep;2;0.732;261
apple;2;0.732;262
better;2;0.733;263
seven;2;0.733;264
sorry;2;0.734;265
break;2;0.735;266
stick;2;0.737;267
bring;2;0.738;268
everybody;2;0.738;269
funny;2;0.738;270
lose;2;0.738;271
close;2;0.738;272
happy;2;0.739;273
toy;2;0.74;274
bed;2;0.741;275
eye;2;0.742;276
inside;2;0.742;277
leg;2;0.743;278
milk;2;0.743;279
kitchen;2;0.744;280
ride;2;0.744;281
work;2;0.745;282
cold;2;0.745;283
walk;2;0.745;284
paint;2;0.746;285
blue;2;0.748;286
hair;2;0.748;287
yet;2;0.749;288
sure;2;0.749;289
thank;2;0.749;290
fish;2;0.749;291
glue;2;0.749;292
real;2;0.75;293
tape;2;0.75;294
top;2;0.751;295
bell;2;0.751;296
black;2;0.751;297
line;2;0.752;298
suppose;2;0.752;299
fire;2;0.752;300
hear;2;0.752;301
huh;2;0.755;302
side;2;0.755;303
whole;2;0.755;304
even;2;0.755;305
mean;2;0.755;306
face;2;0.755;307
hold;2;0.756;308
same;2;0.756;309
most;2;0.756;310
May;2;0.756;311
everything;2;0.756;312
somebody;2;0.756;313
someone;2;0.756;314
never;2;0.756;315
brown;1;0.756;316
best;1;0.756;317
miss;1;0.757;318
cousin;1;0.757;319
pool;1;0.757;320
trip;1;0.757;321
bunny;1;0.757;322
rabbit;1;0.757;323
every;1;0.757;324
dear;1;0.759;325
live;1;0.759;326
shopping;1;0.759;327
shop;1;0.76;328
anymore;1;0.76;329
full;1;0.76;330
holiday;1;0.761;331
football;1;0.761;332
soon;1;0.761;333
picture;1;0.761;334
tomorrow;1;0.761;335
dry;1;0.761;336
forest;1;0.761;337
Lucky;1;0.762;338
men;1;0.762;339
place;1;0.762;340
state;1;0.762;341
park;1;0.762;342
meet;1;0.762;343
arm;1;0.763;344
chew;1;0.763;345
Mother;1;0.763;346
carry;1;0.763;347
afraid;1;0.763;348
mat;1;0.763;349
turkey;1;0.763;350
pen;1;0.763;351
corner;1;0.764;352
slip;1;0.764;353
pie;1;0.764;354
pumpkin;1;0.764;355
change;1;0.764;356
race;1;0.764;357
end;1;0.764;358
suddenly;1;0.764;359
sea;1;0.764;360
dust;1;0.764;361
bowl;1;0.764;362
grow;1;0.764;363
circle;1;0.765;364
meadow;1;0.765;365
lane;1;0.765;366
dentist;1;0.765;367
ago;1;0.765;368
mix;1;0.765;369
begin;1;0.765;370
coin;1;0.765;371
Spiderman;1;0.765;372
yep;1;0.765;373
gotta;1;0.765;374
yummy;1;0.765;375
Mummy;1;0.775;376
quick;1;0.775;377
hole;1;0.776;378
naughty;1;0.776;379
dig;1;0.777;380
yum;1;0.777;381
seat;1;0.777;382
bottom;1;0.777;383
bin;1;0.777;384
step;1;0.778;385
fell;1;0.778;386
beautiful;1;0.778;387
bum;1;0.778;388
should;1;0.778;389
Anna;1;0.78;390
policeman;1;0.78;391
thirsty;1;0.78;392
under;1;0.781;393
Grandma;1;0.781;394
hug;1;0.781;395
hungry;1;0.782;396
sick;1;0.782;397
bath;1;0.782;398
breakfast;1;0.782;399
coat;1;0.782;400
garage;1;0.783;401
hurt;1;0.783;402
music;1;0.783;403
sad;1;0.783;404
story;1;0.784;405
tv;1;0.784;406
mad;1;0.784;407
pant;1;0.784;408
doll;1;0.785;409
shirt;1;0.785;410
tire;1;0.785;411
sleep;1;0.787;412
Boo;1;0.787;413
White;1;0.787;414
yellow;1;0.789;415
whoa;1;0.789;416
cracker;1;0.789;417
butter;1;0.789;418
orange;1;0.791;419
boat;1;0.791;420
light;1;0.792;421
stand;1;0.792;422
tickle;1;0.793;423
train;1;0.797;424
whoop;1;0.797;425
cake;1;0.798;426
clean;1;0.799;427
color;1;0.799;428
Jamie;1;0.799;429
party;1;0.799;430
wand;1;0.799;431
cow;1;0.801;432
farm;1;0.801;433
hide;1;0.802;434
scissor;1;0.802;435
Bobby;1;0.802;436
fence;1;0.802;437
through;1;0.802;438
ant;1;0.803;439
different;1;0.803;440
fly;1;0.803;441
messy;1;0.803;442
shut;1;0.803;443
bean;1;0.804;444
box;1;0.805;445
cause;1;0.805;446
cup;1;0.806;447
doctor;1;0.806;448
duck;1;0.807;449
finger;1;0.807;450
horse;1;0.808;451
piece;1;0.809;452
bug;1;0.809;453
tree;1;0.809;454
turtle;1;0.809;455
bet;1;0.809;456
swing;1;0.81;457
fix;1;0.811;458
lift;1;0.811;459
pet;1;0.811;460
leaf;1;0.811;461
ya;1;0.811;462
both;1;0.811;463
before;1;0.811;464
while;1;0.811;465
must;1;0.811;466
myself;1;0.811;467
somewhere;1;0.811;468
peace;1;0.811;469
microphone;1;0.811;470
miss;1;0.812;471
alright;1;0.812;472
second;1;0.812;473
record;1;0.812;474
talk;1;0.812;475
minute;1;0.812;476
pass;1;0.812;477
word;1;0.812;478
God;1;0.813;479
shall;1;0.813;480
actually;1;0.813;481
night;1;0.813;482
thirty;1;0.813;483
eight;1;0.813;484
nine;1;0.814;485
sign;1;0.814;486
shoot;1;0.814;487
triangle;1;0.814;488
twenty;1;0.814;489
feel;1;0.814;490
hard;1;0.814;491
ten;1;0.814;492
suck;1;0.814;493
twelve;1;0.814;494
six;1;0.815;495
probably;1;0.815;496
crack;1;0.815;497
pocket;1;0.815;498
ask;1;0.815;499
draw;1;0.816;500
goal;1;0.816;501
poo;1;0.817;502
recorder;1;0.817;503
win;1;0.817;504
forget;1;0.817;505
kid;1;0.817;506
animal;1;0.818;507
cook;1;0.818;508
excuse;1;0.818;509
touch;1;0.818;510
hit;1;0.818;511
anything;1;0.818;512
guess;1;0.818;513
jacket;1;0.818;514
press;1;0.819;515
small;1;0.819;516
clock;1;0.819;517
ever;1;0.819;518
taste;1;0.819;519
nothing;1;0.819;520
half;1;0.819;521
smash;1;0.819;522
wear;1;0.82;523
wow;1;0.82;524
wrong;1;0.82;525
easy;1;0.82;526
sun;1;0.82;527
happen;1;0.82;528
number;1;0.821;529
meat;1;0.821;530
sauce;1;0.821;531
sixty;1;0.821;532
chip;1;0.822;533
cry;1;0.822;534
eleven;1;0.822;535
sing;1;0.822;536
morning;1;0.822;537
song;1;0.823;538
point;1;0.823;539
shape;1;0.823;540
everyone;1;0.823;541
fast;1;0.823;542
gum;1;0.823;543
laugh;1;0.823;544
listen;1;0.823;545
mess;1;0.823;546
punch;1;0.823;547
die;1;0.823;548
thirteen;1;0.823;549
beat;1;0.823;550
cheese;1;0.824;551
paper;1;0.824;552
yesterday;1;0.824;553
